ID,Group,Type,Matrix,Mineralisation Style,SuperCRM,Status,Catalogue File Name,URL,Ag(PPM),Ag(%),Ag Method,Al(PPM),Al(%),Al Method,As(PPM),As(%),As Method,Au(PPM),Au(%),Au Method,B(PPM),B(%),B Method,Ba(PPM),Ba(%),Ba Method,Be(PPM),Be(%),Be Method,Bi(PPM),Bi(%),Bi Method,Ca(PPM),Ca(%),Ca Method,Cd(PPM),Cd(%),Cd Method,Ce(PPM),Ce(%),Ce Method,Cl(PPM),Cl(%),Cl Method,Co(PPM),Co(%),Co Method,Cr(PPM),Cr(%),Cr Method,Cs(PPM),Cs(%),Cs Method,Cu(PPM),Cu(%),Cu Method,Dy(PPM),Dy(%),Dy Method,Er(PPM),Er(%),Er Method,Eu(PPM),Eu(%),Eu Method,Fe(PPM),Fe(%),Fe Method,Ga(PPM),Ga(%),Ga Method,Gd(PPM),Gd(%),Gd Method,Ge(PPM),Ge(%),Ge Method,Hf(PPM),Hf(%),Hf Method,Hg(PPM),Hg(%),Hg Method,Ho(PPM),Ho(%),Ho Method,In(PPM),In(%),In Method,Ir(PPM),Ir(%),Ir Method,K(PPM),K(%),K Method,La(PPM),La(%),La Method,Li(PPM),Li(%),Li Method,Lu(PPM),Lu(%),Lu Method,Mg(PPM),Mg(%),Mg Method,Mn(PPM),Mn(%),Mn Method,Mo(PPM),Mo(%),Mo Method,Na(PPM),Na(%),Na Method,Nb(PPM),Nb(%),Nb Method,Nd(PPM),Nd(%),Nd Method,Ni(PPM),Ni(%),Ni Method,P(PPM),P(%),P Method,Pb(PPM),Pb(%),Pb Method,Pd(PPM),Pd(%),Pd Method,Pr(PPM),Pr(%),Pr Method,Pt(PPM),Pt(%),Pt Method,Rb(PPM),Rb(%),Rb Method,Re(PPM),Re(%),Re Method,Rh(PPM),Rh(%),Rh Method,Ru(PPM),Ru(%),Ru Method,S(PPM),S(%),S Method,Sb(PPM),Sb(%),Sb Method,Sc(PPM),Sc(%),Sc Method,Se(PPM),Se(%),Se Method,Si(PPM),Si(%),Si Method,Sm(PPM),Sm(%),Sm Method,Sn(PPM),Sn(%),Sn Method,Sr(PPM),Sr(%),Sr Method,Ta(PPM),Ta(%),Ta Method,Tb(PPM),Tb(%),Tb Method,Te(PPM),Te(%),Te Method,Th(PPM),Th(%),Th Method,Ti(PPM),Ti(%),Ti Method,Tl(PPM),Tl(%),Tl Method,Tm(PPM),Tm(%),Tm Method,U(PPM),U(%),U Method,V(PPM),V(%),V Method,W(PPM),W(%),W Method,Y(PPM),Y(%),Y Method,Yb(PPM),Yb(%),Yb Method,Zn(PPM),Zn(%),Zn Method,Zr(PPM),Zr(%),Zr Method
OREAS0007Pa,"Au >1 ppm, Au only",primary,greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-7Pa/,,,,,,,,,,3.0,0.0003,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0007Pb,Au >1 ppm,oxide,greywacke,shear-hosted orogenic gold,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-7Pb/,,,,,,,,,,2.77,0.000277,Pb Fire Assay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREAS0085,"Ni sulphide ore, Ni-Cu-PGE",primary,gabbro,magmatic Ni-Cu-PGE,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-85/,0.552,5.52e-05,Aqua Regia Digestion,67700.000000,6.770000,4-Acid Digestion,2.12,0.000212,4-Acid Digestion,0.061,6.1e-06,Pb Fire Assay,10.0 INDICATIVE,0.001 INDICATIVE,Aqua Regia Digestion,82.000000,0.008200,4-Acid Digestion,0.31,3.1e-05,4-Acid Digestion,0.45,4.5e-05,4-Acid Digestion,63400.000000,6.340000,4-Acid Digestion,0.33,3.3e-05,4-Acid Digestion,9.140000,0.000914,4-Acid Digestion,,,,178.000000,0.017800,4-Acid Digestion,480.0,0.048,4-Acid Digestion,0.37,3.7e-05,4-Acid Digestion,1760.000000,0.176000,4-Acid Digestion,1.95,0.000195,4-Acid Digestion,1.23,0.000123,4-Acid Digestion,0.57,5.7e-05,4-Acid Digestion,95300.000000,9.530000,4-Acid Digestion,11.500000,0.001150,4-Acid Digestion,1.79,0.000179,4-Acid Digestion,0.086,8.6e-06,Aqua Regia Digestion,0.74,7.4e-05,4-Acid Digestion,,,,0.42,4.2e-05,4-Acid Digestion,0.054,5.4e-06,4-Acid Digestion,,,,2080.0,0.208,4-Acid Digestion,3.89,0.000389,4-Acid Digestion,7.72,0.000772,4-Acid Digestion,0.18,1.8e-05,4-Acid Digestion,82000.0,8.2,4-Acid Digestion,1280.000000,0.128000,4-Acid Digestion,1.54,0.000154,4-Acid Digestion,10200.0,1.02,4-Acid Digestion,1.18,0.000118,4-Acid Digestion,5.600000,0.000560,4-Acid Digestion,3530.0,0.353,Borate Fusion XRF,250.0,0.025,4-Acid Digestion,5.5,0.00055,4-Acid Digestion,0.007,7e-07,Pb Fire Assay,1.25,0.000125,4-Acid Digestion,0.004,4e-07,Pb Fire Assay,5.150000,0.000515,Aqua Regia Digestion,0.027,2.7e-06,4-Acid Digestion,,,,,,,20100.0,2.01,4-Acid Digestion,0.27,2.7e-05,4-Acid Digestion,28.0,0.0028,4-Acid Digestion,4.97,0.000497,4-Acid Digestion,215160.294000,21.516029,Borate Fusion XRF,0.57,5.7e-05,Aqua Regia Digestion,0.51,5.1e-05,4-Acid Digestion,140.0,0.014,4-Acid Digestion,0.084,8.4e-06,4-Acid Digestion,0.31,3.1e-05,4-Acid Digestion,0.29,2.9e-05,Aqua Regia Digestion,0.58,5.8e-05,4-Acid Digestion,2670.0,0.267,4-Acid Digestion,0.044,4.4e-06,4-Acid Digestion,0.17,1.7e-05,4-Acid Digestion,0.21,2.1e-05,4-Acid Digestion,38.7,0.00387,Aqua Regia Digestion,0.55,5.5e-05,4-Acid Digestion,10.700000,0.001070,4-Acid Digestion,1.17,0.000117,4-Acid Digestion,79.000000,0.007900,4-Acid Digestion,20.9,0.00209,4-Acid Digestion
OREAS0086,"Ni sulphide ore, Ni-Cu-PGE",primary,gabbro,magmatic Ni-Cu-PGE,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-86/,1.01,0.000101,Aqua Regia Digestion,50600.000000,5.060000,4-Acid Digestion,8.42,0.000842,4-Acid Digestion,0.087,8.7e-06,Pb Fire Assay,10.0 INDICATIVE,0.001 INDICATIVE,Aqua Regia Digestion,80.000000,0.008000,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,0.73,7.3e-05,4-Acid Digestion,48000.000000,4.800000,4-Acid Digestion,0.4,4e-05,4-Acid Digestion,8.240000,0.000824,4-Acid Digestion,,,,507.000000,0.050700,4-Acid Digestion,513.0,0.0513,4-Acid Digestion,0.32,3.2e-05,4-Acid Digestion,5620.000000,0.562000,4-Acid Digestion,1.65,0.000165,4-Acid Digestion,1.0,0.0001,4-Acid Digestion,0.47,4.7e-05,4-Acid Digestion,162400.000000,16.240000,4-Acid Digestion,9.240000,0.000924,4-Acid Digestion,1.54,0.000154,4-Acid Digestion,0.16,1.6e-05,Aqua Regia Digestion,0.64,6.4e-05,4-Acid Digestion,,,,0.34,3.4e-05,4-Acid Digestion,0.056,5.6e-06,4-Acid Digestion,,,,1850.0,0.185,4-Acid Digestion,3.57,0.000357,4-Acid Digestion,5.96,0.000596,4-Acid Digestion,0.15,1.5e-05,4-Acid Digestion,83800.0,8.38,4-Acid Digestion,1160.000000,0.116000,4-Acid Digestion,2.01,0.000201,4-Acid Digestion,7830.0,0.783,4-Acid Digestion,1.17,0.000117,4-Acid Digestion,5.000000,0.000500,4-Acid Digestion,12600.0,1.26,Borate Fusion XRF,220.0,0.022,4-Acid Digestion,6.24,0.000624,4-Acid Digestion,0.018,1.8e-06,Pb Fire Assay,1.11,0.000111,4-Acid Digestion,0.007,7e-07,Pb Fire Assay,4.490000,0.000449,Aqua Regia Digestion,0.095,9.5e-06,4-Acid Digestion,,,,,,,61500.0,6.15,4-Acid Digestion,0.95,9.5e-05,4-Acid Digestion,21.7,0.00217,4-Acid Digestion,17.0,0.0017,4-Acid Digestion,180570.110000,18.057011,Borate Fusion XRF,0.52,5.2e-05,Aqua Regia Digestion,0.6,6e-05,4-Acid Digestion,106.0,0.0106,4-Acid Digestion,0.076,7.6e-06,4-Acid Digestion,0.26,2.6e-05,4-Acid Digestion,0.64,6.4e-05,Aqua Regia Digestion,0.6,6e-05,4-Acid Digestion,2260.0,0.226,4-Acid Digestion,0.05,5e-06,4-Acid Digestion,0.15,1.5e-05,4-Acid Digestion,0.51,5.1e-05,4-Acid Digestion,39.8,0.00398,Aqua Regia Digestion,0.5,5e-05,4-Acid Digestion,8.730000,0.000873,4-Acid Digestion,0.97,9.7e-05,4-Acid Digestion,80.000000,0.008000,4-Acid Digestion,20.0,0.002,4-Acid Digestion
OREAS0090,"Blank/lithogeochem/low-level, Cu ore",primary,siltstone,structurally-controlled sediment-hosted,no,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-90/,0.06,6e-06,Aqua Regia Digestion,,,,,,,,,,,,,,,,,,,0.87,8.7e-05,4-Acid Digestion,,,,,,,,,,,,,15.900000,0.001590,4-Acid Digestion,,,,,,,112.000000,0.011200,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,0.000659,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,715.0,0.0715,4-Acid Digestion,0.86,8.6e-05,4-Acid Digestion,,,,1.32,0.000132,4-Acid Digestion,,,,,,,7.83,0.000783,4-Acid Digestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.000000,0.006800,4-Acid Digestion,,,
OREAS0901,"Au <1 ppm, Au-Cu ore, Cu ore",oxide,argillaceous sandstone,sediment hosted,yes,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-901/,0.276,2.76e-05,Aqua Regia Digestion,68100.000000,6.810000,4-Acid Digestion,71.0,0.0071,4-Acid Digestion,0.363,3.63e-05,Pb Fire Assay,,,,229.000000,0.022900,4-Acid Digestion,6.17,0.000617,4-Acid Digestion,4.75,0.000475,4-Acid Digestion,920.000000,0.092000,4-Acid Digestion,,,,95.000000,0.009500,4-Acid Digestion,,,,73.000000,0.007300,4-Acid Digestion,57.0,0.0057,4-Acid Digestion,5.12,0.000512,4-Acid Digestion,1410.000000,0.141000,4-Acid Digestion,,,,,,,,,,40300.000000,4.030000,4-Acid Digestion,18.700000,0.001870,4-Acid Digestion,,,,0.11,1.1e-05,Aqua Regia Digestion,5.27,0.000527,4-Acid Digestion,,,,,,,0.26,2.6e-05,4-Acid Digestion,,,,36700.0,3.67,4-Acid Digestion,47.0,0.0047,4-Acid Digestion,17.9,0.00179,4-Acid Digestion,0.53,5.3e-05,4-Acid Digestion,6000.0,0.6,4-Acid Digestion,290.000000,0.029000,4-Acid Digestion,3.36,0.000336,4-Acid Digestion,420.0,0.042,4-Acid Digestion,,,,,,,34.7,0.00347,Aqua Regia Digestion,620.0,0.062,4-Acid Digestion,17.4,0.00174,4-Acid Digestion,,,,,,,,,,23.900000,0.002390,Aqua Regia Digestion,,,,,,,,,,360.0,0.036,4-Acid Digestion,2.61,0.000261,4-Acid Digestion,14.0,0.0014,4-Acid Digestion,2.68,0.000268,Aqua Regia Digestion,,,,,,,3.33,0.000333,4-Acid Digestion,31.0,0.0031,4-Acid Digestion,0.76,7.6e-05,4-Acid Digestion,1.18,0.000118,4-Acid Digestion,0.076,7.6e-06,Aqua Regia Digestion,16.1,0.00161,4-Acid Digestion,80.0,0.008,Aqua Regia Digestion,0.78,7.8e-05,4-Acid Digestion,,,,10.3,0.00103,4-Acid Digestion,,,,,,,37.400000,0.003740,4-Acid Digestion,3.58,0.000358,4-Acid Digestion,24.000000,0.002400,4-Acid Digestion,176.0,0.0176,4-Acid Digestion
OREAS0902,Cu ore,oxide,argillaceous sandstone,sediment hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-902/,0.284,2.84e-05,Aqua Regia Digestion,47400.000000,4.740000,4-Acid Digestion,574.0,0.0574,4-Acid Digestion,0.01 INDICATIVE,1e-06 INDICATIVE,Aqua Regia Digestion,,,,170.000000,0.017000,4-Acid Digestion,2.23,0.000223,4-Acid Digestion,8.49,0.000849,4-Acid Digestion,40500.000000,4.050000,4-Acid Digestion,,,,75.000000,0.007500,4-Acid Digestion,,,,926.000000,0.092600,4-Acid Digestion,51.0,0.0051,4-Acid Digestion,2.88,0.000288,4-Acid Digestion,3010.000000,0.301000,4-Acid Digestion,,,,,,,,,,31900.000000,3.190000,4-Acid Digestion,11.700000,0.001170,4-Acid Digestion,,,,0.18,1.8e-05,4-Acid Digestion,4.43,0.000443,4-Acid Digestion,,,,,,,0.25,2.5e-05,4-Acid Digestion,,,,32100.0,3.21,4-Acid Digestion,36.7,0.00367,4-Acid Digestion,9.77,0.000977,4-Acid Digestion,0.3,3e-05,4-Acid Digestion,24800.0,2.48,4-Acid Digestion,460.000000,0.046000,4-Acid Digestion,12.2,0.00122,4-Acid Digestion,440.0,0.044,4-Acid Digestion,,,,,,,159.0,0.0159,Aqua Regia Digestion,690.0,0.069,4-Acid Digestion,13.3,0.00133,4-Acid Digestion,,,,,,,,,,9.930000,0.000993,Aqua Regia Digestion,0.006,6e-07,4-Acid Digestion,,,,,,,17600.0,1.76,4-Acid Digestion,1.65,0.000165,4-Acid Digestion,6.9,0.00069,4-Acid Digestion,2.41,0.000241,4-Acid Digestion,,,,,,,2.05,0.000205,4-Acid Digestion,28.4,0.00284,4-Acid Digestion,,,,0.58,5.8e-05,4-Acid Digestion,,,,11.3,0.00113,4-Acid Digestion,,,,0.7,7e-05,4-Acid Digestion,,,,6.47,0.000647,4-Acid Digestion,8.79,0.000879,Aqua Regia Digestion,3.83,0.000383,4-Acid Digestion,18.100000,0.001810,4-Acid Digestion,1.94,0.000194,4-Acid Digestion,,,,150.0,0.015,4-Acid Digestion
OREAS0903,Cu ore,oxide,argillaceous sandstone,sediment hosted,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-903/,0.349,3.49e-05,Aqua Regia Digestion,58900.000000,5.890000,4-Acid Digestion,49.7,0.00497,4-Acid Digestion,0.005 INDICATIVE,5e-07 INDICATIVE,Aqua Regia Digestion,,,,197.000000,0.019700,4-Acid Digestion,4.42,0.000442,4-Acid Digestion,8.94,0.000894,4-Acid Digestion,6250.000000,0.625000,4-Acid Digestion,0.2,2e-05,4-Acid Digestion,82.000000,0.008200,4-Acid Digestion,,,,131.000000,0.013100,4-Acid Digestion,73.0,0.0073,4-Acid Digestion,3.57,0.000357,4-Acid Digestion,6520.000000,0.652000,4-Acid Digestion,,,,,,,,,,41600.000000,4.160000,4-Acid Digestion,15.000000,0.001500,4-Acid Digestion,,,,0.098,9.8e-06,Aqua Regia Digestion,4.56,0.000456,4-Acid Digestion,,,,,,,0.16,1.6e-05,4-Acid Digestion,,,,33100.0,3.31,4-Acid Digestion,40.2,0.00402,4-Acid Digestion,18.3,0.00183,4-Acid Digestion,0.36,3.6e-05,4-Acid Digestion,7140.0,0.714,4-Acid Digestion,690.000000,0.069000,4-Acid Digestion,4.32,0.000432,4-Acid Digestion,300.0,0.03,4-Acid Digestion,,,,,,,48.7,0.00487,Aqua Regia Digestion,1070.0,0.107,4-Acid Digestion,11.3,0.00113,4-Acid Digestion,,,,,,,,,,12.600000,0.001260,Aqua Regia Digestion,,,,,,,,,,5000.0,0.5,4-Acid Digestion,1.57,0.000157,4-Acid Digestion,10.2,0.00102,4-Acid Digestion,6.06,0.000606,4-Acid Digestion,,,,,,,2.63,0.000263,4-Acid Digestion,77.0,0.0077,4-Acid Digestion,0.54,5.4e-05,4-Acid Digestion,0.83,8.3e-05,4-Acid Digestion,0.034,3.4e-06,Aqua Regia Digestion,13.6,0.00136,4-Acid Digestion,1920.0,0.192,4-Acid Digestion,0.62,6.2e-05,4-Acid Digestion,,,,7.58,0.000758,4-Acid Digestion,13.3,0.00133,Aqua Regia Digestion,0.53,5.3e-05,Aqua Regia Digestion,22.500000,0.002250,4-Acid Digestion,2.36,0.000236,4-Acid Digestion,24.300000,0.002430,4-Acid Digestion,152.0,0.0152,4-Acid Digestion
OREAS0904,"Au <1 ppm, Au-Cu ore, Cu ore",oxide,argillaceous sandstone,sediment hosted,yes,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-904/,0.366,3.66e-05,Aqua Regia Digestion,63000.000000,6.300000,4-Acid Digestion,98.0,0.0098,4-Acid Digestion,0.045,4.5e-06,Pb Fire Assay,,,,194.000000,0.019400,4-Acid Digestion,7.86,0.000786,4-Acid Digestion,4.05,0.000405,4-Acid Digestion,460.000000,0.046000,4-Acid Digestion,0.058,5.8e-06,Aqua Regia Digestion,86.000000,0.008600,4-Acid Digestion,,,,83.000000,0.008300,4-Acid Digestion,54.0,0.0054,4-Acid Digestion,3.79,0.000379,4-Acid Digestion,6120.000000,0.612000,4-Acid Digestion,,,,,,,,,,66800.000000,6.680000,4-Acid Digestion,16.700000,0.001670,4-Acid Digestion,,,,0.18,1.8e-05,4-Acid Digestion,4.99,0.000499,4-Acid Digestion,,,,,,,0.22,2.2e-05,4-Acid Digestion,,,,33100.0,3.31,4-Acid Digestion,43.2,0.00432,4-Acid Digestion,16.7,0.00167,4-Acid Digestion,0.47,4.7e-05,4-Acid Digestion,5560.0,0.556,4-Acid Digestion,410.000000,0.041000,4-Acid Digestion,2.12,0.000212,4-Acid Digestion,340.0,0.034,4-Acid Digestion,,,,,,,36.6,0.00366,Aqua Regia Digestion,980.0,0.098,4-Acid Digestion,10.6,0.00106,4-Acid Digestion,,,,,,,,,,22.400000,0.002240,Aqua Regia Digestion,,,,,,,,,,630.0,0.063,4-Acid Digestion,1.48,0.000148,4-Acid Digestion,11.2,0.00112,4-Acid Digestion,3.3,0.00033,4-Acid Digestion,,,,,,,2.83,0.000283,4-Acid Digestion,27.2,0.00272,4-Acid Digestion,0.54,5.4e-05,4-Acid Digestion,1.0,0.0001,4-Acid Digestion,,,,14.3,0.00143,4-Acid Digestion,,,,0.52,5.2e-05,4-Acid Digestion,,,,8.43,0.000843,4-Acid Digestion,21.7,0.00217,Aqua Regia Digestion,2.12,0.000212,4-Acid Digestion,31.500000,0.003150,4-Acid Digestion,3.14,0.000314,4-Acid Digestion,26.300000,0.002630,4-Acid Digestion,171.0,0.0171,4-Acid Digestion
OREAS0905,"Au <1 ppm, Au-Cu ore, Cu ore",oxide,weathered rhyodacite,oxidised VMS,yes,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-905/,0.516,5.16e-05,Aqua Regia Digestion,74200.000000,7.420000,4-Acid Digestion,34.7,0.00347,4-Acid Digestion,0.391,3.91e-05,Pb Fire Assay,,,,2699.000000,0.269900,4-Acid Digestion,3.04,0.000304,4-Acid Digestion,5.72,0.000572,4-Acid Digestion,5900.000000,0.590000,4-Acid Digestion,0.36,3.6e-05,4-Acid Digestion,92.000000,0.009200,4-Acid Digestion,,,,14.800000,0.001480,4-Acid Digestion,19.2,0.00192,4-Acid Digestion,6.78,0.000678,4-Acid Digestion,1533.000000,0.153300,4-Acid Digestion,3.72,0.000372,4-Acid Digestion,1.12,0.000112,4-Acid Digestion,1.42,0.000142,4-Acid Digestion,40800.000000,4.080000,4-Acid Digestion,25.100000,0.002510,4-Acid Digestion,5.9,0.00059,4-Acid Digestion,,,,6.84,0.000684,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,0.5,5e-05,4-Acid Digestion,0.64,6.4e-05,4-Acid Digestion,,,,28800.0,2.88,4-Acid Digestion,46.0,0.0046,4-Acid Digestion,20.0,0.002,4-Acid Digestion,0.1,1e-05,4-Acid Digestion,2760.0,0.276,4-Acid Digestion,380.000000,0.038000,4-Acid Digestion,3.27,0.000327,4-Acid Digestion,24000.0,2.4,4-Acid Digestion,18.1,0.00181,4-Acid Digestion,39.100000,0.003910,4-Acid Digestion,8.9,0.00089,Aqua Regia Digestion,280.0,0.028,4-Acid Digestion,30.4,0.00304,4-Acid Digestion,,,,10.5,0.00105,4-Acid Digestion,,,,137.000000,0.013700,Borate / Peroxide Fusion ICP,,,,,,,,,,660.0,0.066,4-Acid Digestion,1.95,0.000195,4-Acid Digestion,4.9,0.00049,4-Acid Digestion,2.84,0.000284,4-Acid Digestion,323200.000000,32.320000,Borate / Peroxide Fusion ICP,7.64,0.000764,Borate / Peroxide Fusion ICP,3.96,0.000396,4-Acid Digestion,157.0,0.0157,4-Acid Digestion,1.34,0.000134,4-Acid Digestion,0.77,7.7e-05,4-Acid Digestion,0.065,6.5e-06,Aqua Regia Digestion,14.6,0.00146,4-Acid Digestion,1220.0,0.122,4-Acid Digestion,0.72,7.2e-05,4-Acid Digestion,0.11,1.1e-05,4-Acid Digestion,4.97,0.000497,4-Acid Digestion,11.3,0.00113,Borate / Peroxide Fusion ICP,2.78,0.000278,4-Acid Digestion,15.700000,0.001570,4-Acid Digestion,0.68,6.8e-05,4-Acid Digestion,138.000000,0.013800,4-Acid Digestion,252.0,0.0252,4-Acid Digestion
OREAS0906,"Au <1 ppm, Au-Cu ore, Cu ore",oxide,weathered rhyodacite,oxidised VMS,yes,Current,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-906/,0.735,7.35e-05,Aqua Regia Digestion,73600.000000,7.360000,4-Acid Digestion,22.8,0.00228,4-Acid Digestion,0.049,4.9e-06,Pb Fire Assay,,,,2714.000000,0.271400,4-Acid Digestion,2.94,0.000294,4-Acid Digestion,11.1,0.00111,4-Acid Digestion,5660.000000,0.566000,4-Acid Digestion,0.42,4.2e-05,4-Acid Digestion,93.000000,0.009300,4-Acid Digestion,,,,24.200000,0.002420,4-Acid Digestion,8.96,0.000896,4-Acid Digestion,6.8,0.00068,4-Acid Digestion,3100.000000,0.310000,4-Acid Digestion,3.7,0.00037,4-Acid Digestion,1.13,0.000113,4-Acid Digestion,1.54,0.000154,4-Acid Digestion,55000.000000,5.500000,4-Acid Digestion,28.400000,0.002840,4-Acid Digestion,6.2,0.00062,4-Acid Digestion,,,,6.99,0.000699,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,0.5,5e-05,4-Acid Digestion,1.23,0.000123,4-Acid Digestion,,,,28400.0,2.84,4-Acid Digestion,46.7,0.00467,4-Acid Digestion,19.3,0.00193,4-Acid Digestion,0.1,1e-05,4-Acid Digestion,2770.0,0.277,4-Acid Digestion,370.000000,0.037000,4-Acid Digestion,4.05,0.000405,4-Acid Digestion,24200.0,2.42,4-Acid Digestion,17.8,0.00178,4-Acid Digestion,39.700000,0.003970,4-Acid Digestion,4.53,0.000453,Aqua Regia Digestion,270.0,0.027,4-Acid Digestion,36.1,0.00361,4-Acid Digestion,,,,10.7,0.00107,4-Acid Digestion,,,,137.000000,0.013700,Borate / Peroxide Fusion ICP,,,,,,,,,,380.0,0.038,4-Acid Digestion,2.36,0.000236,4-Acid Digestion,4.6,0.00046,4-Acid Digestion,4.99,0.000499,4-Acid Digestion,312000.000000,31.200000,Borate / Peroxide Fusion ICP,7.6,0.00076,Borate / Peroxide Fusion ICP,4.33,0.000433,4-Acid Digestion,156.0,0.0156,4-Acid Digestion,1.35,0.000135,4-Acid Digestion,0.77,7.7e-05,4-Acid Digestion,0.11,1.1e-05,Aqua Regia Digestion,14.8,0.00148,4-Acid Digestion,1130.0,0.113,4-Acid Digestion,0.71,7.1e-05,4-Acid Digestion,0.11,1.1e-05,4-Acid Digestion,5.06,0.000506,4-Acid Digestion,7.0,0.0007,Borate / Peroxide Fusion ICP,2.7,0.00027,4-Acid Digestion,15.800000,0.001580,4-Acid Digestion,0.7,7e-05,4-Acid Digestion,163.000000,0.016300,4-Acid Digestion,261.0,0.0261,4-Acid Digestion
OREAS0907,"Au <1 ppm, Au-Cu ore, Cu ore",oxide,weathered rhyodacite,oxidised VMS,yes,Archived,oreas-catalogue-2023-11-03.csv,https://www.oreas.com/crm/OREAS-907/,1.3,0.00013,Aqua Regia Digestion,69500.000000,6.950000,4-Acid Digestion,39.7,0.00397,4-Acid Digestion,0.1,1e-05,Pb Fire Assay,,,,2425.000000,0.242500,4-Acid Digestion,2.71,0.000271,4-Acid Digestion,22.4,0.00224,4-Acid Digestion,5020.000000,0.502000,4-Acid Digestion,0.55,5.5e-05,4-Acid Digestion,87.000000,0.008700,4-Acid Digestion,,,,45.800000,0.004580,4-Acid Digestion,9.42,0.000942,4-Acid Digestion,6.08,0.000608,4-Acid Digestion,6380.000000,0.638000,4-Acid Digestion,3.55,0.000355,4-Acid Digestion,1.18,0.000118,4-Acid Digestion,1.57,0.000157,4-Acid Digestion,86200.000000,8.620000,4-Acid Digestion,34.500000,0.003450,4-Acid Digestion,5.53,0.000553,4-Acid Digestion,,,,6.49,0.000649,4-Acid Digestion,0.05 INDICATIVE,5e-06 INDICATIVE,Aqua Regia Digestion,0.5,5e-05,4-Acid Digestion,2.49,0.000249,4-Acid Digestion,,,,25800.0,2.58,4-Acid Digestion,43.8,0.00438,4-Acid Digestion,17.7,0.00177,4-Acid Digestion,0.12,1.2e-05,4-Acid Digestion,4240.0,0.424,4-Acid Digestion,360.000000,0.036000,4-Acid Digestion,5.88,0.000588,4-Acid Digestion,22000.0,2.2,4-Acid Digestion,15.9,0.00159,4-Acid Digestion,37.300000,0.003730,4-Acid Digestion,4.74,0.000474,Aqua Regia Digestion,270.0,0.027,4-Acid Digestion,46.2,0.00462,4-Acid Digestion,,,,9.8,0.00098,4-Acid Digestion,,,,124.000000,0.012400,Borate / Peroxide Fusion ICP,,,,,,,,,,690.0,0.069,4-Acid Digestion,3.35,0.000335,4-Acid Digestion,4.92,0.000492,4-Acid Digestion,9.76,0.000976,4-Acid Digestion,292600.000000,29.260000,Borate / Peroxide Fusion ICP,7.2,0.00072,Borate / Peroxide Fusion ICP,5.03,0.000503,4-Acid Digestion,142.0,0.0142,4-Acid Digestion,1.22,0.000122,4-Acid Digestion,0.73,7.3e-05,4-Acid Digestion,0.23,2.3e-05,Aqua Regia Digestion,13.4,0.00134,4-Acid Digestion,1130.0,0.113,4-Acid Digestion,0.67,6.7e-05,4-Acid Digestion,0.13,1.3e-05,4-Acid Digestion,4.5,0.00045,4-Acid Digestion,9.09,0.000909,Borate / Peroxide Fusion ICP,3.31,0.000331,4-Acid Digestion,15.200000,0.001520,4-Acid Digestion,0.84,8.4e-05,4-Acid Digestion,207.000000,0.020700,4-Acid Digestion,239.0,0.0239,4-Acid Digestion
